ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,ACCT_AGE,HIGH_RISK
5038760,1,0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-13741,-5221,1,0,0,0,3.0,-17.0,0
5022523,1,0,1,0,3,Pensioner,Secondary / secondary special,Widow,House / apartment,-20692,365243,1,0,1,0,1.0,-28.0,0
5113192,0,1,0,0,3,Working,Incomplete higher,Married,House / apartment,-11172,-3504,1,0,0,0,2.0,-22.0,0
5023514,0,1,1,1,2,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,3.0,-42.0,0
5033791,1,0,1,0,1,Commercial associate,Incomplete higher,Married,House / apartment,-10202,-2978,1,0,0,0,2.0,-42.0,0
5067785,0,1,0,2,4,Working,Secondary / secondary special,Married,House / apartment,-14970,-7183,1,0,0,1,4.0,-53.0,0
5126785,1,0,1,0,2,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20496,365243,1,0,0,0,2.0,-39.0,0
5096285,0,1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-14209,-97,1,0,0,0,2.0,-11.0,0
5054154,1,0,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,-20037,-4929,1,0,1,0,1.0,-13.0,0
5026113,1,0,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,-10127,-831,1,0,0,0,2.0,-2.0,0
5132526,1,0,1,0,2,Working,Higher education,Single / not married,House / apartment,-13190,-4943,1,0,0,0,1.0,-10.0,0
5090755,0,0,0,0,2,Working,Higher education,Married,House / apartment,-15544,-3631,1,0,1,0,2.0,-12.0,0
5116229,1,0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-18150,-1812,1,0,0,0,3.0,-39.0,0
5132850,1,0,1,0,2,State servant,Secondary / secondary special,Married,House / apartment,-17493,-3694,1,0,0,1,2.0,-58.0,0
5143105,0,1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-8899,-2326,1,1,1,0,2.0,-40.0,0
5085647,0,0,1,1,1,Working,Secondary / secondary special,Separated,House / apartment,-12316,-291,1,0,0,0,2.0,-16.0,0
5067002,0,1,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-18752,-11906,1,0,1,0,2.0,-38.0,0
5041770,1,1,0,0,3,State servant,Higher education,Married,House / apartment,-17940,-9957,1,1,0,0,2.0,-26.0,0
5036126,0,0,1,1,4,Commercial associate,Higher education,Married,House / apartment,-13242,-4239,1,0,0,0,3.0,-40.0,0
5042296,0,1,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-15207,-2102,1,1,1,0,3.0,-40.0,0
5135707,0,1,1,0,3,Working,Higher education,Married,House / apartment,-20891,-413,1,0,0,0,2.0,-18.0,0
5010526,0,1,1,1,4,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,3.0,-59.0,0
5092360,1,0,1,0,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18587,-1388,1,0,0,0,1.0,-51.0,0
5048095,1,0,1,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-15138,-1769,1,1,0,0,1.0,-55.0,0
5091506,1,0,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-18757,-2057,1,0,0,0,2.0,-32.0,0
5099778,1,1,1,0,2,Working,Higher education,Married,House / apartment,-10586,-279,1,0,0,0,2.0,-20.0,0
5009330,0,1,0,0,3,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,2.0,-14.0,0
5136954,1,0,0,0,2,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-20551,-2057,1,1,1,0,2.0,-16.0,0
5054286,1,0,0,1,2,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,3.0,-4.0,0
5091701,1,0,1,0,3,Working,Higher education,Single / not married,House / apartment,-15303,-108,1,0,0,0,1.0,-49.0,0
5008976,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-22319,365243,1,0,0,0,2.0,-1.0,0
5009222,1,1,0,0,3,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,2.0,-59.0,0
5118357,1,0,0,0,2,Working,Higher education,Married,House / apartment,-10675,-1284,1,1,0,0,2.0,-31.0,0
5105703,1,1,0,0,3,Working,Secondary / secondary special,Married,Municipal apartment,-12155,-667,1,0,0,0,2.0,-48.0,0
5150067,1,0,1,2,3,Commercial associate,Higher education,Married,House / apartment,-11290,-625,1,1,0,1,4.0,-26.0,0
5009715,0,0,0,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-9380,-1713,1,1,1,0,1.0,-16.0,0
5148743,1,1,1,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-18654,-533,1,0,0,0,2.0,-10.0,0
5038709,0,0,1,1,3,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13083,-4491,1,0,0,1,2.0,-14.0,0
5041655,1,0,1,0,1,Working,Secondary / secondary special,Married,House / apartment,-20065,-306,1,0,1,0,2.0,-59.0,0
5094926,1,1,1,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-12175,-1463,1,1,0,0,2.0,-13.0,0
5046233,0,1,1,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-10475,-2757,1,1,1,1,1.0,-21.0,0
5023369,0,1,1,0,2,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9075,-843,1,0,0,0,1.0,-52.0,0
5096228,1,0,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,-17551,-2015,1,1,1,0,2.0,-19.0,0
5079286,1,0,1,0,3,Pensioner,Secondary / secondary special,Married,House / apartment,-21456,365243,1,0,0,0,2.0,-24.0,0
5018498,1,1,1,0,1,Working,Secondary / secondary special,Married,House / apartment,-18950,-1002,1,1,1,0,2.0,-54.0,1
5118346,1,1,0,1,1,Working,Secondary / secondary special,Married,House / apartment,-15062,-2014,1,1,0,0,3.0,-30.0,0
5008946,1,0,0,0,2,Commercial associate,Higher education,Married,House / apartment,-13642,-4846,1,0,1,0,2.0,-48.0,0
5023394,1,0,1,0,1,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21678,-1239,1,0,0,0,1.0,-47.0,0
5089621,1,1,0,0,3,Working,Higher education,Married,House / apartment,-15858,-1801,1,1,0,0,2.0,-31.0,0
5026389,1,0,1,0,1,State servant,Secondary / secondary special,Single / not married,House / apartment,-19566,-6129,1,1,0,0,1.0,-50.0,0
5099724,0,1,0,0,3,Working,Secondary / secondary special,Married,House / apartment,-14095,-1526,1,0,0,0,2.0,-27.0,0
5024832,0,0,0,0,3,Working,Secondary / secondary special,Civil marriage,House / apartment,-12523,-5145,1,0,0,0,2.0,-31.0,0
5022814,1,0,1,0,3,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8477,-947,1,0,1,1,1.0,-8.0,0
5048066,1,0,1,0,2,Working,Higher education,Single / not married,House / apartment,-17081,-4783,1,0,1,0,1.0,-18.0,0
5062257,0,0,1,0,2,Commercial associate,Higher education,Separated,House / apartment,-21004,-2908,1,0,0,0,1.0,-34.0,0
5096418,1,0,0,0,1,Working,Secondary / secondary special,Married,House / apartment,-16876,-97,1,1,0,0,2.0,-40.0,0
5067518,1,0,1,0,4,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,2.0,-27.0,0
5088454,1,0,1,0,2,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,1,0,1,0,1.0,-12.0,0
5118139,0,1,0,2,2,Working,Higher education,Married,With parents,-11645,-5056,1,0,1,0,4.0,-9.0,0
5053527,1,0,1,0,3,Pensioner,Higher education,Single / not married,House / apartment,-20388,365243,1,0,0,0,1.0,-13.0,0
5010358,1,0,1,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-14265,-7373,1,1,1,0,2.0,-11.0,0
5023061,1,0,1,0,3,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16806,-2670,1,0,0,0,1.0,-28.0,0
5116308,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-20111,-10290,1,0,0,0,2.0,-36.0,0
5066891,0,1,1,2,1,Working,Secondary / secondary special,Married,House / apartment,-14274,-3079,1,0,0,0,4.0,-13.0,0
5113218,1,0,1,0,1,Working,Secondary / secondary special,Single / not married,With parents,-9130,-2105,1,0,0,0,1.0,-11.0,0
5010865,0,1,1,1,4,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,3.0,-33.0,0
5146473,1,1,1,0,2,Commercial associate,Higher education,Civil marriage,House / apartment,-14133,-3810,1,0,0,0,2.0,-4.0,0
5025163,1,1,1,1,2,Working,Secondary / secondary special,Widow,House / apartment,-16596,-8859,1,0,0,0,2.0,-9.0,0
5026129,0,1,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-13108,-4545,1,0,1,0,2.0,-7.0,0
5146267,0,1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-10910,-1436,1,1,0,0,3.0,-4.0,0
5042199,1,0,0,0,1,Working,Secondary / secondary special,Married,House / apartment,-19368,-1252,1,1,0,0,2.0,-8.0,0
5042208,1,0,0,0,3,Commercial associate,Higher education,Married,House / apartment,-10559,-429,1,1,1,0,2.0,-51.0,0
5058531,0,0,0,0,3,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9242,-508,1,0,0,0,1.0,-21.0,1
5116789,1,0,1,0,1,Working,Secondary / secondary special,Married,House / apartment,-19661,-3046,1,1,1,0,2.0,-6.0,0
5089561,1,1,0,0,2,Working,Incomplete higher,Single / not married,House / apartment,-11406,-3078,1,1,0,0,1.0,-15.0,0
5067307,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-22491,365243,1,0,0,0,2.0,-33.0,0
5009660,0,0,0,0,3,Working,Higher education,Single / not married,House / apartment,-10166,-1774,1,1,0,0,1.0,-40.0,0
5008826,1,1,0,0,2,Working,Incomplete higher,Married,House / apartment,-10669,-1103,1,0,0,0,2.0,-30.0,0
5068061,0,1,1,1,4,Working,Higher education,Married,House / apartment,-15085,-354,1,0,0,0,3.0,-23.0,0
5010856,1,0,1,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-16562,-1043,1,0,0,0,2.0,-36.0,0
5065819,0,1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-15879,-2276,1,0,0,0,3.0,-20.0,0
5089172,1,1,0,1,2,Working,Higher education,Separated,With parents,-13438,-4447,1,1,0,0,2.0,-53.0,0
5021939,1,0,1,0,1,Pensioner,Higher education,Married,House / apartment,-22212,365243,1,0,0,0,2.0,-59.0,0
5065454,0,0,1,0,2,Working,Incomplete higher,Married,House / apartment,-17146,-5680,1,0,1,0,2.0,-44.0,0
5095017,1,0,1,0,3,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13046,-671,1,0,0,0,2.0,-51.0,0
5065641,0,1,1,2,3,Working,Secondary / secondary special,Married,House / apartment,-16221,-6903,1,1,1,0,4.0,-12.0,0
5149576,1,0,1,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-16965,-928,1,0,0,0,2.0,-12.0,0
5088906,1,0,1,1,2,Working,Higher education,Married,House / apartment,-18989,-551,1,1,0,0,3.0,-20.0,0
5115897,1,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-22689,365243,1,0,0,0,2.0,-9.0,0
5033837,1,0,1,0,3,Commercial associate,Higher education,Married,House / apartment,-16367,-5070,1,0,0,0,2.0,-39.0,0
5116305,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-22655,365243,1,0,0,0,2.0,-55.0,1
5118100,1,0,0,0,2,Pensioner,Secondary / secondary special,Widow,House / apartment,-23029,365243,1,0,0,0,1.0,-15.0,0
5050623,0,1,0,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-14632,-531,1,0,0,0,2.0,-19.0,0
5044507,1,0,1,0,2,State servant,Secondary / secondary special,Single / not married,House / apartment,-13463,-767,1,0,0,0,1.0,-16.0,0
5028928,1,1,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-17202,-1787,1,0,0,0,2.0,-21.0,0
5117492,0,0,1,0,1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16459,-704,1,1,0,0,2.0,-3.0,0
5045041,0,1,1,2,3,Working,Higher education,Married,House / apartment,-11838,-798,1,0,0,0,4.0,-42.0,0
5112705,0,0,1,0,2,Working,Secondary / secondary special,Civil marriage,With parents,-9353,-239,1,0,0,0,2.0,-3.0,0
5021928,1,0,1,0,1,Pensioner,Higher education,Married,House / apartment,-22212,365243,1,0,0,0,2.0,-16.0,0
5023567,0,1,1,3,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-12323,-1117,1,0,1,0,5.0,-19.0,0
5087674,1,0,1,0,3,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14511,-193,1,0,0,0,2.0,-4.0,0
5033599,0,1,0,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-11641,-2148,1,0,0,0,2.0,-17.0,0
5089201,0,0,0,0,2,Commercial associate,Higher education,Married,House / apartment,-13155,-2927,1,1,0,0,2.0,-36.0,1
5112911,0,0,1,0,3,Commercial associate,Higher education,Married,House / apartment,-12167,-801,1,0,1,1,2.0,-34.0,0
5100145,0,1,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-22517,-1710,1,0,1,0,2.0,-59.0,0
5069493,1,1,1,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-14330,-1936,1,0,0,0,2.0,-10.0,0
5087564,1,0,1,1,3,Commercial associate,Higher education,Single / not married,House / apartment,-15926,-3327,1,0,0,0,2.0,-32.0,0
5090758,0,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-21047,365243,1,0,0,0,2.0,-10.0,0
5036679,1,0,1,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-17960,-1789,1,0,0,0,2.0,-1.0,0
5036255,1,0,1,2,3,Working,Higher education,Married,Co-op apartment,-15377,-341,1,0,0,0,4.0,-18.0,0
5135973,1,0,1,0,4,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13480,-3153,1,0,0,0,1.0,-29.0,0
5126467,0,1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-15679,-3667,1,0,0,0,2.0,-7.0,0
5132568,1,0,1,1,2,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14934,-1350,1,0,1,0,3.0,-47.0,0
5021329,1,0,1,0,1,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,2.0,-55.0,0
5117323,1,0,1,1,3,State servant,Higher education,Single / not married,With parents,-12116,-553,1,0,0,0,2.0,-15.0,0
5029068,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-21367,365243,1,0,0,0,2.0,-3.0,0
5150062,0,0,1,0,3,Working,Secondary / secondary special,Single / not married,House / apartment,-10530,-2328,1,0,0,0,1.0,-1.0,0
5132439,1,0,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-16901,-956,1,0,0,0,3.0,-48.0,0
5090089,1,0,1,1,2,Working,Secondary / secondary special,Civil marriage,House / apartment,-12813,-1897,1,1,0,0,3.0,-1.0,0
5089147,1,1,0,0,3,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14228,-5330,1,0,1,0,2.0,-33.0,0
5038727,0,1,1,0,2,State servant,Higher education,Married,House / apartment,-13916,-169,1,0,0,0,2.0,0.0,0
5009751,1,1,0,0,3,Commercial associate,Higher education,Married,House / apartment,-13557,-586,1,1,1,0,2.0,-26.0,0
5132949,1,0,1,1,2,State servant,Secondary / secondary special,Single / not married,House / apartment,-12676,-1350,1,0,0,0,2.0,-16.0,0
5114191,0,1,0,0,2,Pensioner,Higher education,Married,House / apartment,-16804,365243,1,0,0,0,2.0,-18.0,0
5148721,1,1,1,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-13254,-2542,1,0,1,0,2.0,-51.0,0
5125462,0,0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-18394,-5155,1,0,0,0,3.0,-14.0,0
5142100,1,0,1,0,2,State servant,Higher education,Civil marriage,With parents,-8940,-544,1,0,0,0,2.0,-10.0,0
5137280,1,0,0,0,4,Commercial associate,Higher education,Married,House / apartment,-13692,-200,1,0,1,0,2.0,-30.0,0
5053113,1,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-23849,365243,1,0,0,0,2.0,-40.0,0
5117225,0,1,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-16285,-5239,1,0,0,0,2.0,-8.0,0
5118329,1,0,0,1,2,Working,Secondary / secondary special,Married,Rented apartment,-9762,-1223,1,1,0,0,3.0,-24.0,0
5126752,0,1,0,2,2,Working,Secondary / secondary special,Married,With parents,-16625,-561,1,0,0,0,4.0,-3.0,0
5021457,1,0,1,0,1,Working,Secondary / secondary special,Married,House / apartment,-19040,-1070,1,1,1,0,2.0,-10.0,0
5117955,0,1,0,0,1,Pensioner,Lower secondary,Married,House / apartment,-24500,365243,1,0,0,0,2.0,-45.0,0
5099965,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-20665,365243,1,0,0,0,2.0,-5.0,0
5048599,1,0,1,0,3,Working,Secondary / secondary special,Separated,House / apartment,-15256,-3291,1,0,0,0,1.0,-2.0,0
5090312,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-21884,365243,1,0,1,0,2.0,-47.0,0
5036718,1,0,1,0,3,Pensioner,Higher education,Married,House / apartment,-23602,365243,1,0,0,0,2.0,-33.0,0
5126621,1,0,0,0,1,State servant,Secondary / secondary special,Married,Co-op apartment,-18221,-7471,1,0,0,0,2.0,-43.0,0
5116980,1,0,1,0,3,Working,Higher education,Married,House / apartment,-17329,-7765,1,0,1,0,2.0,0.0,0
5053151,1,0,1,1,1,Working,Higher education,Single / not married,House / apartment,-16154,-2178,1,0,0,0,2.0,-34.0,0
5021790,1,1,1,2,2,Working,Secondary / secondary special,Married,House / apartment,-15021,-6879,1,0,0,0,4.0,-15.0,0
5008860,1,1,1,2,2,Working,Secondary / secondary special,Married,House / apartment,-15761,-3173,1,0,0,0,4.0,-3.0,0
5022349,1,0,1,1,3,Working,Secondary / secondary special,Single / not married,House / apartment,-20693,-8036,1,0,0,0,2.0,-17.0,0
5061258,1,0,1,0,2,Working,Incomplete higher,Civil marriage,House / apartment,-9301,-1751,1,0,0,0,2.0,-12.0,0
5099776,1,1,1,0,2,Working,Higher education,Married,House / apartment,-10586,-279,1,0,0,0,2.0,-33.0,0
5065404,1,0,1,2,2,Working,Secondary / secondary special,Married,House / apartment,-12589,-4096,1,0,1,0,4.0,-49.0,0
5135673,1,1,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-23773,365243,1,0,1,0,2.0,-57.0,1
5105661,1,1,1,2,4,Working,Higher education,Single / not married,House / apartment,-14160,-422,1,0,1,1,3.0,-6.0,0
5125893,1,1,1,0,2,Working,Higher education,Married,House / apartment,-18531,-925,1,0,1,0,2.0,-55.0,0
5149056,1,0,1,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-15837,-2694,1,1,1,0,2.0,-42.0,1
5117617,1,0,0,0,2,Working,Higher education,Married,House / apartment,-21466,-3992,1,0,0,0,2.0,-40.0,0
5088427,1,0,1,0,3,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20337,365243,1,0,0,0,2.0,-37.0,0
5047809,1,1,0,0,2,Working,Higher education,Married,House / apartment,-14276,-2561,1,1,1,0,2.0,-10.0,0
5061316,1,0,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-19317,-6590,1,1,1,1,2.0,-47.0,0
5112961,0,1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-12443,-1618,1,0,0,0,3.0,-24.0,0
5142747,1,0,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,-17876,-377,1,1,1,0,1.0,-14.0,0
5089871,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-21645,365243,1,0,0,0,2.0,-6.0,0
5118114,0,0,0,1,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-13538,-5422,1,1,1,0,3.0,-12.0,0
5038605,1,0,1,2,2,State servant,Higher education,Married,House / apartment,-11020,-3578,1,0,0,0,4.0,-54.0,0
5065707,0,1,1,0,3,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17454,365243,1,0,1,0,1.0,-12.0,0
5021884,1,1,1,0,2,Commercial associate,Higher education,Married,House / apartment,-16949,-1371,1,0,0,0,2.0,-8.0,0
5089125,1,0,0,1,2,Working,Incomplete higher,Civil marriage,House / apartment,-12580,-3109,1,1,1,0,3.0,-17.0,0
5117986,1,0,1,0,1,State servant,Secondary / secondary special,Married,House / apartment,-19200,-5637,1,0,0,0,2.0,-26.0,0
5125977,0,0,1,0,2,Working,Higher education,Separated,House / apartment,-12119,-1230,1,0,1,1,1.0,-15.0,0
5112905,1,0,1,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-22895,-15713,1,0,0,0,2.0,-16.0,0
5095453,1,1,1,2,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-9868,-583,1,0,0,0,4.0,-21.0,0
5117157,1,1,1,0,2,Working,Higher education,Married,House / apartment,-8977,-307,1,0,1,0,2.0,-23.0,0
5046421,1,1,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-21387,365243,1,0,0,0,2.0,-31.0,0
5068062,0,1,1,1,4,Working,Higher education,Married,House / apartment,-15085,-354,1,0,0,0,3.0,-3.0,0
5078973,1,0,1,0,2,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12009,-1912,1,0,1,0,1.0,-17.0,0
5149871,1,0,0,0,2,Working,Secondary / secondary special,Married,Municipal apartment,-18720,-1994,1,1,0,1,2.0,-11.0,0
5113774,1,0,1,0,3,Pensioner,Higher education,Married,House / apartment,-20355,365243,1,0,1,1,2.0,-51.0,0
5048257,1,0,1,0,4,Working,Secondary / secondary special,Married,House / apartment,-21480,-4660,1,1,0,0,2.0,-29.0,0
5078862,1,0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-13488,-1305,1,1,0,0,3.0,-5.0,0
5113493,1,0,1,1,2,Commercial associate,Incomplete higher,Married,House / apartment,-9734,-2049,1,1,1,1,3.0,-4.0,0
5117565,0,0,0,0,3,Pensioner,Secondary / secondary special,Married,House / apartment,-22440,365243,1,0,0,0,2.0,-7.0,0
5044918,1,0,1,0,1,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20032,365243,1,0,0,0,2.0,-39.0,0
5062420,1,1,1,1,2,Working,Higher education,Single / not married,House / apartment,-14226,-3059,1,0,0,0,2.0,-32.0,0
5092476,1,0,0,1,1,State servant,Secondary / secondary special,Married,Municipal apartment,-15014,-6866,1,0,0,0,3.0,-13.0,0
5052812,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-17189,-4523,1,0,0,0,2.0,-4.0,0
5117696,1,0,0,0,3,State servant,Secondary / secondary special,Separated,House / apartment,-22662,-4206,1,0,0,0,1.0,-29.0,0
5022459,0,1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-8696,-1070,1,0,0,1,3.0,-7.0,0
5097067,0,1,1,1,3,Commercial associate,Higher education,Married,House / apartment,-16282,-2042,1,0,1,0,3.0,-30.0,0
5029321,1,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-18207,365243,1,0,1,0,2.0,-6.0,0
5067826,1,1,1,2,4,Working,Higher education,Married,House / apartment,-13567,-1175,1,0,0,0,4.0,-6.0,0
5010972,1,0,1,1,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-13617,-2748,1,0,0,0,3.0,-27.0,0
5114574,1,0,1,2,2,Working,Higher education,Single / not married,House / apartment,-18518,-1989,1,0,0,0,3.0,-31.0,0
5067977,1,0,0,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-15803,-9029,1,0,1,0,2.0,-31.0,0
5056131,1,0,1,0,2,Commercial associate,Secondary / secondary special,Single / not married,With parents,-12921,-1679,1,0,0,0,1.0,0.0,0
5115435,0,1,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-17257,-3236,1,0,0,0,2.0,-23.0,0
5061564,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-18759,365243,1,0,0,0,2.0,-51.0,0
5061200,1,0,1,1,2,Working,Secondary / secondary special,Civil marriage,With parents,-11567,-655,1,0,0,1,3.0,-34.0,0
5125701,0,1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-10000,-1779,1,0,0,0,3.0,-33.0,0
5142878,1,1,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-20315,365243,1,0,0,0,2.0,-18.0,0
5113395,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-8552,-1562,1,0,0,0,2.0,-28.0,0
5136896,1,0,0,0,2,Pensioner,Higher education,Single / not married,House / apartment,-24022,365243,1,0,0,0,1.0,-44.0,0
5125357,0,1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-12222,-195,1,0,0,0,2.0,-26.0,0
5132843,1,1,1,0,2,Working,Lower secondary,Married,With parents,-11719,-285,1,0,1,0,2.0,-36.0,0
5038768,1,0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-13741,-5221,1,0,0,0,3.0,-44.0,0
5146354,0,1,0,2,2,Commercial associate,Higher education,Married,House / apartment,-11988,-1497,1,0,1,0,4.0,-27.0,0
5065570,0,1,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-18218,-1539,1,0,0,0,2.0,-19.0,0
5061873,1,1,1,1,2,Commercial associate,Incomplete higher,Married,House / apartment,-11095,-1993,1,0,0,1,3.0,-55.0,0
5113392,0,1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-17568,-650,1,0,0,1,2.0,-32.0,0
5125986,0,0,0,1,2,Working,Secondary / secondary special,Married,House / apartment,-12546,-2539,1,0,0,0,3.0,-45.0,0
5145898,1,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-20362,365243,1,0,0,0,2.0,-24.0,0
5142374,0,1,0,0,2,Commercial associate,Incomplete higher,Single / not married,With parents,-9538,-195,1,0,0,0,1.0,-27.0,0
5066839,1,0,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-17432,-1710,1,0,0,0,2.0,-1.0,0
5114167,0,0,0,2,2,Working,Higher education,Married,With parents,-14266,-1138,1,1,1,0,4.0,-22.0,0
5048502,1,1,1,0,4,State servant,Higher education,Widow,House / apartment,-15031,-5422,1,1,1,0,1.0,-27.0,0
5089956,0,0,1,1,2,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12755,-2105,1,0,0,0,3.0,-9.0,0
5037163,0,1,1,1,2,Commercial associate,Incomplete higher,Married,House / apartment,-14399,-6122,1,0,0,0,3.0,-53.0,0
5090788,1,1,1,1,3,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10909,-1374,1,0,0,0,2.0,-30.0,0
5067717,1,0,1,2,2,State servant,Secondary / secondary special,Married,House / apartment,-12682,-932,1,0,0,1,4.0,-12.0,0
5068692,0,0,1,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-11819,-962,1,0,0,0,1.0,-8.0,0
5021287,1,0,1,2,2,Pensioner,Secondary / secondary special,Married,House / apartment,-22087,365243,1,0,0,0,4.0,-12.0,0
